,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year
5948,70,1,0,84.6,5706.2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5949,68,0,0,44.95,3085.35,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
5950,1,0,1,24.7,24.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5951,37,1,0,100.3,3541.4,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
5952,4,1,1,25.45,84.2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
5953,1,1,1,50.7,50.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5954,20,0,1,55.0,1165.55,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5955,72,1,0,68.4,4855.35,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
5956,31,1,1,89.9,2806.9,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5957,18,1,0,78.55,1422.65,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
5958,11,1,1,55.05,608.15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5959,33,1,0,19.8,641.35,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
5960,62,1,0,84.45,4959.15,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0
5961,1,0,0,35.9,35.9,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5962,16,1,0,80.75,1321.3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5963,22,1,1,78.65,1663.75,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
5964,49,1,0,61.75,3024.15,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
5965,36,1,1,63.7,2188.5,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
5966,42,1,1,99.45,4138.05,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
5967,4,0,1,25.2,102.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5968,12,1,0,74.05,872.65,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
5969,31,1,0,87.6,2724.25,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5970,5,1,1,89.15,413.25,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
5971,66,1,0,20.0,1374.2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
5972,15,1,0,55.0,757.1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
5973,64,1,1,104.4,6692.65,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
5974,10,1,1,20.05,218.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
5975,7,1,1,89.75,608.8,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
5976,29,0,0,34.3,1004.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5977,57,1,0,20.65,1125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5978,46,1,0,84.25,3847.6,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5979,53,1,0,19.65,978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5980,17,1,0,79.85,1387.35,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
5981,38,1,1,20.2,746.05,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
5982,15,1,0,19.8,304.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5983,22,0,1,50.35,1098.85,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
5984,14,1,1,85.15,1139.2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
5985,57,1,0,74.6,4368.95,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
5986,11,1,1,79.15,827.7,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
5987,1,1,0,20.35,20.35,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
5988,12,1,0,21.05,262.05,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
5989,3,1,1,94.6,279.55,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
5990,36,1,1,94.7,3512.5,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
5991,16,1,1,94.25,1483.25,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5992,65,1,0,72.45,4653.85,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
5993,2,1,0,74.95,151.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5994,42,1,1,105.2,4400.75,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
5995,72,1,0,111.95,8033.1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
5996,62,1,0,19.85,1253.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5997,6,1,1,89.75,552.65,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5998,48,1,1,20.05,1036.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5999,35,1,1,108.95,4025.5,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1
6000,52,1,0,19.65,928.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6001,1,0,1,24.9,24.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6002,6,1,1,82.85,460.25,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
6003,71,1,0,93.2,6506.15,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
6004,67,1,0,84.8,5598.3,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
6005,60,1,1,71.75,4374.55,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
6006,23,0,1,30.35,678.75,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
6007,39,0,0,54.85,2191.7,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
6008,15,1,1,19.5,239.75,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
6009,53,1,1,103.85,5485.5,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
6010,24,1,0,24.2,609.05,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
6011,37,1,0,19.35,683.75,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
6012,5,1,1,83.6,404.2,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
6013,50,1,1,100.65,5189.75,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0
6014,54,1,1,94.1,5060.9,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0
6015,3,1,1,74.55,233.65,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6016,68,1,0,108.45,7176.55,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
6017,5,1,0,56.15,291.45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6018,33,1,0,20.35,689.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6019,41,1,1,80.55,3263.9,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
6020,34,0,0,61.25,1993.2,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
6021,13,1,1,20.45,254.5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
6022,20,1,1,18.9,347.65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6023,51,1,0,19.6,967.9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
6024,3,1,1,91.5,242.95,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
6025,41,1,0,45.2,1841.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6026,13,1,0,19.45,232.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6027,35,1,0,25.45,809.25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
6028,12,1,0,80.85,866.45,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6029,4,1,1,94.9,360.55,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
6030,43,0,1,49.05,2076.2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6031,12,0,1,29.3,355.9,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
6032,68,1,1,105.3,7299.65,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
6033,25,1,1,88.95,2291.2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6034,7,1,0,20.25,129.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
6035,66,1,1,110.85,7491.75,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
6036,53,1,0,110.5,5835.5,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
6037,63,1,1,109.4,7031.45,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
6038,70,1,1,114.2,7723.9,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
6039,27,0,0,36.5,1032.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6040,1,1,0,70.75,70.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6041,5,1,0,19.95,109.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6042,37,1,0,19.6,727.8,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
6043,3,0,1,40.15,130.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6044,12,1,1,76.6,893.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
6045,38,1,0,19.6,763.1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
6046,9,1,1,85.3,781.4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
6047,13,1,1,65.85,902.25,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6048,29,1,1,94.45,2653.65,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
6049,47,1,0,20.05,1016.7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
6050,61,1,0,99.4,5943.65,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
6051,16,1,0,20.0,275.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6052,41,1,0,78.45,3126.45,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1
6053,43,1,1,25.1,1070.15,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
6054,36,1,1,97.35,3457.9,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
6055,6,1,1,55.0,340.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6056,58,1,1,71.1,4299.2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6057,19,1,1,61.55,1093.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6058,11,1,1,45.9,521.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6059,39,0,1,40.3,1630.4,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6060,8,1,1,87.1,713.6,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
6061,26,1,1,49.5,1265.65,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6062,53,1,1,73.8,4003.85,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
6063,70,1,1,19.2,1401.4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
6064,1,0,1,45.3,45.3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
6065,59,1,0,25.0,1510.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6066,2,1,0,94.95,178.1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
6067,7,0,0,35.3,264.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6068,12,1,1,44.55,480.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6069,59,1,0,76.75,4541.9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0
6070,61,1,1,81.0,4976.15,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
6071,72,1,1,105.55,7542.25,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1
6072,13,1,0,18.8,251.25,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
6073,64,1,0,24.9,1595.5,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
6074,1,0,1,23.45,23.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6075,10,1,0,64.9,685.55,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
6076,65,1,0,61.35,3874.1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
6077,62,1,0,113.95,6891.4,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
6078,55,1,1,90.15,4916.95,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
6079,25,1,0,54.1,1373.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6080,1,0,0,29.7,29.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6081,1,1,1,49.8,49.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6082,59,1,0,101.1,6039.9,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
6083,64,1,1,24.4,1548.65,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
6084,36,1,1,95.0,3440.25,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
6085,3,1,1,50.65,151.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6086,61,1,1,69.9,4226.7,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
6087,26,0,1,39.95,1023.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6088,1,1,1,55.4,55.4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6089,1,1,1,90.6,90.6,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0
6090,68,1,1,103.25,7074.4,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
6091,2,1,1,86.85,156.35,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
6092,72,1,1,94.25,6849.75,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6093,71,0,1,47.05,3263.6,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
6094,57,1,0,20.55,1252.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6095,4,1,1,19.65,67.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6096,1,1,1,70.2,70.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6097,72,1,0,81.0,5750.0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
6098,21,1,1,75.9,1549.75,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
6099,71,1,0,24.7,1810.55,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
6100,29,1,1,99.05,2952.85,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6101,69,1,0,110.25,7467.55,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
6102,64,1,1,85.0,5484.4,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
6103,16,1,0,19.75,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6104,4,1,0,23.9,97.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
6105,52,1,1,111.25,5916.45,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0
6106,2,1,1,55.1,113.35,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6107,1,1,0,19.95,19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6108,18,0,0,25.15,476.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6109,2,1,0,54.15,101.65,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6110,19,1,1,59.8,1130.85,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
6111,40,1,0,83.85,3532.25,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6112,66,1,1,104.9,6891.45,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
6113,21,1,0,75.3,1570.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6114,8,1,1,66.65,520.95,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6115,72,1,1,109.5,7854.9,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
6116,48,1,1,73.85,3581.4,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
6117,69,1,1,19.3,1447.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6118,72,1,1,118.2,8547.15,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1
6119,14,1,0,51.45,727.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6120,6,1,0,59.45,357.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6121,8,1,0,19.5,159.35,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
6122,17,1,0,19.55,280.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
6123,65,1,0,93.55,6069.25,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
6124,57,1,1,59.3,3274.35,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
6125,13,1,1,102.25,1359.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
6126,19,1,1,95.9,1777.9,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
6127,56,1,0,109.8,6109.65,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
6128,14,1,1,78.1,1122.4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
6129,52,0,1,39.9,2020.9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6130,58,1,1,64.9,3795.45,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6131,47,1,1,95.05,4504.55,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0
6132,67,0,1,53.4,3579.15,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
6133,2,0,1,24.9,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6134,6,1,0,44.7,276.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6135,71,1,1,114.0,8175.9,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
6136,46,1,0,20.25,890.35,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
6137,5,1,0,53.85,259.8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6138,67,1,0,83.85,5588.8,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6139,3,1,0,20.2,50.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6140,3,1,0,19.95,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6141,52,1,1,104.2,5568.35,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
6142,42,1,1,50.25,2203.65,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6143,50,1,1,20.35,938.95,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
6144,23,1,1,90.0,2024.1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
6145,67,0,0,54.2,3623.95,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
6146,25,1,1,99.5,2369.05,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
6147,39,1,0,99.1,3877.95,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0
6148,69,1,1,66.9,4577.9,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
6149,1,0,0,25.85,25.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6150,32,1,0,91.05,2871.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
6151,9,1,0,71.0,672.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6152,16,1,1,93.2,1573.7,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
6153,60,1,1,20.95,1270.55,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
6154,72,1,1,109.2,7711.45,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
6155,5,1,0,19.35,126.05,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6156,26,1,1,85.8,2193.65,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
6157,3,1,0,19.85,64.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6158,2,1,1,19.65,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6159,2,1,0,20.5,38.25,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
6160,36,1,1,89.65,3348.1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
6161,7,1,0,74.35,533.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6162,60,0,1,49.45,2907.55,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
6163,19,1,1,89.1,1620.8,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
6164,45,1,0,75.15,3480.35,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
6165,4,1,1,70.65,293.85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6166,31,1,1,104.2,3243.45,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
6167,47,1,0,90.05,4137.2,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
6168,1,1,1,79.25,79.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6169,1,1,1,44.9,44.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6170,1,1,0,19.4,19.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6171,59,1,1,88.75,5348.65,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
6172,10,1,1,70.1,659.65,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
6173,35,1,0,91.0,3180.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
6174,4,0,1,29.65,118.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6175,32,1,1,90.8,3023.85,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
6176,43,1,1,77.85,3365.85,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6177,4,1,0,54.3,195.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6178,54,1,1,18.95,1031.1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
6179,11,1,1,95.15,997.65,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
6180,66,1,1,102.4,6471.85,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
6181,61,1,1,99.9,6241.35,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
6182,72,1,0,88.7,6501.35,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
6183,44,0,1,54.3,2317.1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
6184,41,1,1,55.7,2237.55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6185,50,1,1,103.95,5231.3,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
6186,47,1,1,110.85,5275.8,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
6187,8,1,0,20.15,165.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
6188,18,1,0,20.05,358.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6189,72,1,1,91.95,6614.9,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
6190,1,1,0,80.5,80.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6191,42,1,0,55.65,2421.75,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6192,18,1,1,74.7,1294.6,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6193,13,1,1,104.15,1299.1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0
6194,68,1,1,83.65,5733.4,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
6195,4,1,1,72.2,305.55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
